CLASSID,RACEID,SOURCE,SPELLID,SPELLNAME,RANK,ICON_NAME,TOOLTIP,SPELLTYPE,WeaponDmg,School,Dispel,Mechanic,Targets,TargetCreatureType,CastingTimeIndex,RecoveryTime,ProcCharges,MaxLevel,BaseLevel,DurationIndex,ManaCost,ManaPerSecond,PowerType,RangeIndex,Speed,EffectDieSides1,EffectRealPointsPerLevel1,EffectBasePoints1,EffectMechanic1,EffectDieSides2,EffectRealPointsPerLevel2,EffectBasePoints2,EffectMechanic2,ManaCostPercentage,StartRecoveryTime,EffectBonusCoefficient1,EffectAmplitude1,EffectApplyAuraName1,EffectBonusCoefficient2,EffectAmplitude2,EffectApplyAuraName2,EffectPointsPerComboPoint1
1,0,Talent,15473,Shadowform,,spell_shadow_shadowform,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=15473/shadowform""><b class=""whtt-name"">Shadowform</b></a><div class=""q0"">Talent</div>40% of base mana<table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->1.5 sec cooldown<!--cooldownText--><!--baseCooldown:1.5 sec cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Priest</div></td></tr></table><table><tr><td><div class=""q"">Assume a Shadowform, increasing your Shadow damage by 15% and reducing Physical damage done to you by 15%. &nbsp;However, you may not cast Holy spells while in this form.</div></td></tr></table>",0,0,5,0,0,0,0,1,0,0,0,0,21,0,0,0,1,0,0,0,0,0,1,0,14,0,40,1500,0,0,36,0,0,79,0
2,0,Ability,10293,Devotion Aura,,spell_holy_devotionaura,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=10293/devotion-aura""><b class=""whtt-name"">Devotion Aura</b></a><br />Instant<div class=""wowhead-tooltip-requirements"">Requires Paladin</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Gives 735 additional armor to party members within 30 yards. &nbsp;Players may only have one Aura on them per Paladin at any one time.</div></td></tr></table>",0,0,1,0,0,0,0,1,0,0,69,60,21,0,0,0,1,0,1,0,734,0,0,0,0,0,0,1500,0,0,22,0,0,0,0
2,0,Ability,10301,Retribution Aura,5,spell_holy_auraoflight,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=10301/retribution-aura""><b class=""whtt-name"">Retribution Aura</b></a><br />Instant<div class=""wowhead-tooltip-requirements"">Requires Paladin</div><span class=""wowhead-tooltip-requirements"">Requires level 56</span><br /></td></tr></table><table><tr><td><div class=""q"">Causes 20 Holy damage to any creature that strikes a party member within 30 yards. &nbsp;Players may only have one Aura on them per Paladin at any one time.</div></td></tr></table>",0,0,1,0,0,0,0,1,0,0,0,56,21,0,0,0,1,0,1,0,19,0,0,0,0,0,0,1500,0,0,15,0,0,0,0
2,0,Ability,19746,Concentration Aura,,spell_holy_mindsooth,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19746/concentration-aura""><b class=""whtt-name"">Concentration Aura</b></a><br />Instant<div class=""wowhead-tooltip-requirements"">Requires Paladin</div><span class=""wowhead-tooltip-requirements"">Requires level 22</span><br /></td></tr></table><table><tr><td><div class=""q"">Gives a 35% chance of ignoring spell interruption when damaged to all party members within 30 yards. &nbsp;Players may only have one Aura on them per Paladin at any one time.</div></td></tr></table>",0,0,1,0,0,0,0,1,0,0,0,22,21,0,0,0,1,0,1,0,34,0,1,0,-1,0,0,1500,0,0,149,1,0,117,0
2,0,Ability,19898,Frost Resistance Aura,3,spell_frost_wizardmark,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19898/frost-resistance-aura""><b class=""whtt-name"">Frost Resistance Aura</b></a><br />Instant<div class=""wowhead-tooltip-requirements"">Requires Paladin</div><span class=""wowhead-tooltip-requirements"">Requires level 56</span><br /></td></tr></table><table><tr><td><div class=""q"">Gives 60 additional Frost resistance to all party members within 30 yards. &nbsp;Players may only have one Aura on them per Paladin at any one time.</div></td></tr></table>",0,0,1,0,0,0,0,1,0,0,0,56,21,0,0,0,1,0,1,0,59,0,0,0,0,0,0,1500,0,0,143,0,0,0,0
2,0,Ability,19900,Fire Resistance Aura,,spell_fire_sealoffire,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19900/fire-resistance-aura""><b class=""whtt-name"">Fire Resistance Aura</b></a><br />Instant<div class=""wowhead-tooltip-requirements"">Requires Paladin</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Gives 60 additional Fire resistance to all party members within 30 yards. &nbsp;Players may only have one Aura on them per Paladin at any one time.</div></td></tr></table>",0,0,1,0,0,0,0,1,0,0,0,60,21,0,0,0,1,0,1,0,59,0,0,0,0,0,0,1500,0,0,143,0,0,0,0
2,0,Talent,20218,Sanctity Aura,,spell_holy_mindvision,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20218/sanctity-aura""><b class=""whtt-name"">Sanctity Aura</b></a><div class=""q0"">Talent</div>Instant<div class=""wowhead-tooltip-requirements"">Requires Paladin</div></td></tr></table><table><tr><td><div class=""q"">Increases Holy damage done by party members within 30 yards by 10%. &nbsp;Players may only have one Aura on them per Paladin at any one time.</div></td></tr></table>",0,0,1,0,0,0,0,1,0,0,0,30,21,0,0,0,1,0,1,0,9,0,0,0,0,0,0,1500,0,0,79,0,0,0,0
5,0,Ability,5118,Aspect of the Cheetah,,ability_mount_jungletiger,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=5118/aspect-of-the-cheetah""><b class=""whtt-name"">Aspect of the Cheetah</b></a><br />40 Mana<br />Instant<div class=""wowhead-tooltip-requirements"">Requires Hunter</div><span class=""wowhead-tooltip-requirements"">Requires level 20</span><br /></td></tr></table><table><tr><td><div class=""q"">The hunter takes on the aspects of a cheetah, increasing movement speed by 30%. &nbsp;If the hunter takes damage, <dfn title=""she"">he</dfn> will be dazed for 4 sec. &nbsp;Only one Aspect can be active at a time.</div></td></tr></table>",0,0,3,0,0,0,0,1,0,0,0,20,21,40,0,0,1,0,1,0,29,0,1,0,-1,0,0,1500,0,0,31,1,0,42,0
5,0,Ability,13159,Aspect of the Pack,,ability_mount_whitetiger,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13159/aspect-of-the-pack""><b class=""whtt-name"">Aspect of the Pack</b></a><br />100 Mana<br />Instant<div class=""wowhead-tooltip-requirements"">Requires Hunter</div><span class=""wowhead-tooltip-requirements"">Requires level 40</span><br /></td></tr></table><table><tr><td><div class=""q"">The hunter and group members within 30 yards take on the aspects of a pack of cheetahs, increasing movement speed by 30%. &nbsp;If a pack member takes damage, they will be dazed for 4 sec. &nbsp;Only one Aspect can be active at a time.</div></td></tr></table>",0,0,3,0,0,0,0,1,0,0,0,40,21,100,0,0,1,0,1,0,29,0,1,0,-1,0,0,1500,0,0,31,1,0,42,0
5,0,Ability,20190,Aspect of the Wild,2,spell_nature_protectionformnature,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20190/aspect-of-the-wild""><b class=""whtt-name"">Aspect of the Wild</b></a><br />115 Mana<br />Instant<div class=""wowhead-tooltip-requirements"">Requires Hunter</div><span class=""wowhead-tooltip-requirements"">Requires level 56</span><br /></td></tr></table><table><tr><td><div class=""q"">The hunter and group members within 30 yards take on the aspect of the wild, increasing Nature resistance by 60. &nbsp;Only one Aspect can be active at a time.</div></td></tr></table>",0,0,3,0,0,0,0,1,0,0,0,56,21,115,0,0,1,0,1,0,59,0,0,0,0,0,0,1500,0,0,143,0,0,0,0
5,0,Ability,25296,Aspect of the Hawk,7,spell_nature_ravenform,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=25296/aspect-of-the-hawk""><b class=""whtt-name"">Aspect of the Hawk</b></a><br />120 Mana<br />Instant<div class=""wowhead-tooltip-requirements"">Requires Hunter</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">The hunter takes on the aspects of a hawk, increasing Ranged Attack Power by 120. &nbsp;Only one Aspect can be active at a time.</div></td></tr></table>",0,0,3,0,0,0,0,1,0,0,0,60,21,120,0,0,1,0,1,0,119,0,1,0,-1,0,0,1500,0,0,124,0,0,42,0
5,0,Talent,20906,Trueshot Aura,3,ability_trueshot,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20906/trueshot-aura""><b class=""whtt-name"">Trueshot Aura</b></a><br><div class=""q0"">Talent</div>525 Mana<br />Instant<div class=""wowhead-tooltip-requirements"">Requires Hunter</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Increases the attack power of party members within 45 yards by 100. &nbsp;Lasts 30 min.</div></td></tr></table>",0,0,6,0,0,0,0,1,0,0,0,60,30,525,0,0,1,0,1,0,99,0,1,0,99,0,0,1500,0,0,124,0,0,99,0
7,0,Ability,71,Defensive Stance,,ability_warrior_defensivestance,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=71/defensive-stance""><b class=""whtt-name"">Defensive Stance</b></a><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->1 sec cooldown<!--cooldownText--><!--baseCooldown:1 sec cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Warrior</div><span class=""wowhead-tooltip-requirements"">Requires level 10</span><br /></td></tr></table><table><tr><td><div class=""q"">A defensive combat stance. &nbsp;Decreases damage taken by 10% and damage caused by 10%. &nbsp;Increases threat generated.</div></td></tr></table>",0,0,0,0,0,0,0,1,0,0,0,10,21,0,0,1,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,36,0,0,0,0
7,0,Ability,2457,Battle Stance,,ability_warrior_offensivestance,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=2457/battle-stance""><b class=""whtt-name"">Battle Stance</b></a><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->1 sec cooldown<!--cooldownText--><!--baseCooldown:1 sec cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Warrior</div><span class=""wowhead-tooltip-requirements"">Requires level 1</span><br /></td></tr></table><table><tr><td><div class=""q"">A balanced combat stance.</div></td></tr></table>",0,0,0,0,0,0,0,1,0,0,0,1,21,0,0,1,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,36,0,0,0,0
7,0,Ability,2458,Berserker Stance,,ability_racial_avatar,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=2458/berserker-stance""><b class=""whtt-name"">Berserker Stance</b></a><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->1 sec cooldown<!--cooldownText--><!--baseCooldown:1 sec cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Warrior</div><span class=""wowhead-tooltip-requirements"">Requires level 30</span><br /></td></tr></table><table><tr><td><div class=""q"">An aggressive stance. &nbsp;Critical hit chance is increased by 3% and all damage taken is increased by 10%.</div></td></tr></table>",0,0,0,0,0,0,0,1,0,0,0,30,21,0,0,1,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,36,0,0,0,0
0,0,Ability,2782,Remove Curse,,spell_holy_removecurse,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=2782/remove-curse""><b class=""whtt-name"">Remove Curse</b></a><table width=""100%""><tr><td>10% of base mana</td><th>30 yd range</th></tr></table>Instant<div class=""wowhead-tooltip-requirements"">Requires Druid</div><span class=""wowhead-tooltip-requirements"">Requires level 24</span><br /></td></tr></table><table><tr><td><div class=""q"">Dispels 1 Curse from a friendly target.</div></td></tr></table>",1,0,6,0,0,0,0,1,0,0,0,24,0,0,0,0,4,0,1,0,0,0,0,0,0,0,10,1500,0,0,0,0,0,0,0
0,0,Ability,2893,Abolish Poison,,spell_nature_nullifypoison_02,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=2893/abolish-poison""><b class=""whtt-name"">Abolish Poison</b></a><table width=""100%""><tr><td>16% of base mana</td><th>30 yd range</th></tr></table>Instant<div class=""wowhead-tooltip-requirements"">Requires Druid</div><span class=""wowhead-tooltip-requirements"">Requires level 26</span><br /></td></tr></table><table><tr><td><div class=""q"">Attempts to cure 1 poison effect on the target, and 1 more poison effect every 2 seconds for 8 sec.</div></td></tr></table>",1,0,3,1,0,0,0,1,0,0,0,26,31,0,0,0,4,0,1,0,-1,0,1,0,0,0,16,1500,0,2000,23,0,0,0,0
1,0,Ability,552,Abolish Disease,,spell_nature_nullifydisease,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=552/abolish-disease""><b class=""whtt-name"">Abolish Disease</b></a><table width=""100%""><tr><td>15% of base mana</td><th>30 yd range</th></tr></table>Instant<div class=""wowhead-tooltip-requirements"">Requires Priest</div><span class=""wowhead-tooltip-requirements"">Requires level 32</span><br /></td></tr></table><table><tr><td><div class=""q"">Attempts to cure 1 disease effect on the target, and 1 more disease effect every 5 seconds for 20 sec.</div></td></tr></table>",1,0,1,1,0,0,0,1,0,0,0,32,18,0,0,0,4,0,1,0,-1,0,1,0,0,0,15,1500,0,5000,23,0,0,0,0
1,0,Ability,988,Dispel Magic,2,spell_holy_dispelmagic,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=988/dispel-magic""><b class=""whtt-name"">Dispel Magic</b></a><table width=""100%""><tr><td>18% of base mana</td><th>30 yd range</th></tr></table>Instant<div class=""wowhead-tooltip-requirements"">Requires Priest</div><span class=""wowhead-tooltip-requirements"">Requires level 36</span><br /></td></tr></table><table><tr><td><div class=""q"">Dispels magic on the target, removing 2 harmful spells from a friend or 2 beneficial spells from an enemy.</div></td></tr></table>",1,0,1,0,0,0,0,1,0,0,0,36,0,0,0,0,4,0,1,0,1,0,0,0,0,0,18,1500,0,0,0,0,0,0,0
2,0,Ability,4987,Cleanse,,spell_holy_renew,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=4987/cleanse""><b class=""whtt-name"">Cleanse</b></a><table width=""100%""><tr><td>8% of base mana</td><th>30 yd range</th></tr></table>Instant<div class=""wowhead-tooltip-requirements"">Requires Paladin</div><span class=""wowhead-tooltip-requirements"">Requires level 42</span><br /></td></tr></table><table><tr><td><div class=""q"">Cleanses a friendly target, removing 1 poison effect, 1 disease effect, and 1 magic effect.</div></td></tr></table>",1,0,1,0,0,0,0,1,0,0,0,42,0,0,0,0,4,0,1,0,0,0,1,0,0,0,8,1500,0,0,0,0,0,0,0
0,0,Ability,9863,Tranquility,4,spell_nature_tranquility,"<table><tr><td><table width=""100%""><tr><td><a class=""whtt-name"" href=""/classic/spell=9863/tranquility""><b class=""whtt-name"">Tranquility</b></a></td><th><b class=""q0""><br>Level <!--lvl-->60</b></th></tr></table>925 Mana<table width=""100%""><tr><td>Channeled (10 sec cast)</td><th><!--cooldownText-->5 min cooldown<!--cooldownText--><!--baseCooldown:5 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Druid</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Regenerates all nearby group members for 294 every 2 seconds for 10 sec. &nbsp;Druid must channel to maintain the spell.</div></td></tr></table>",2,0,3,0,0,0,0,1,0,0,66,60,1,925,0,0,1,0,1,1,293,0,0,0,0,0,0,1500,0.067,2000,8,0,0,0,0
0,0,Ability,25299,Rejuvenation,11,spell_nature_rejuvenation,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=25299/rejuvenation""><b class=""whtt-name"">Rejuvenation</b></a><table width=""100%""><tr><td>360 Mana</td><th>40 yd range</th></tr></table>Instant<div class=""wowhead-tooltip-requirements"">Requires Druid</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Heals the target for 888 over 12 sec.</div></td></tr></table>",2,0,3,1,0,0,0,1,0,0,65,60,29,360,0,0,5,0,1,0,221,0,0,0,0,0,0,1500,0.2,3000,8,0,0,0,0
0,0,Talent,18562,Swiftmend,,inv_relics_idolofrejuvenation,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18562/swiftmend""><b class=""whtt-name"">Swiftmend</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>20% of base mana</td><th>40 yd range</th></tr></table><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->15 sec cooldown<!--cooldownText--><!--baseCooldown:15 sec cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Druid</div></td></tr></table><table><tr><td><div class=""q"">Consumes a Rejuvenation or Regrowth effect on a friendly target to instantly heal them an amount equal to 12 sec. of Rejuvenation or 18 sec. of Regrowth.</div></td></tr></table>",2,0,3,0,0,0,0,1,15000,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,20,1500,0,0,0,0,0,0,0
1,1,Ability,19243,Desperate Prayer,7,spell_holy_restoration,"<table><tr><td><table width=""100%""><tr><td><a class=""whtt-name"" href=""/classic/spell=19243/desperate-prayer""><b class=""whtt-name"">Desperate Prayer</b></a></td><th><b class=""q0""><br>Level <!--lvl-->60</b></th></tr></table><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->10 min cooldown<!--cooldownText--><!--baseCooldown:10 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Priest</div><span class=""wowhead-tooltip-requirements"">Requires level 58</span><br /></td></tr></table><table><tr><td><div class=""q"">Instantly heals the caster for <!--ppl19243:58:64:1324:820-->1340 to <!--ppl19243:58:64:1562:820:1-->1579.</div></td></tr></table>",2,0,1,0,0,0,0,1,0,0,64,58,0,0,0,0,1,0,239,8.2,1323,0,0,0,0,0,0,1500,0.429,0,0,0,0,0,0
1,3,Ability,19243,Desperate Prayer,7,spell_holy_restoration,"<table><tr><td><table width=""100%""><tr><td><a class=""whtt-name"" href=""/classic/spell=19243/desperate-prayer""><b class=""whtt-name"">Desperate Prayer</b></a></td><th><b class=""q0""><br>Level <!--lvl-->60</b></th></tr></table><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->10 min cooldown<!--cooldownText--><!--baseCooldown:10 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Priest</div><span class=""wowhead-tooltip-requirements"">Requires level 58</span><br /></td></tr></table><table><tr><td><div class=""q"">Instantly heals the caster for <!--ppl19243:58:64:1324:820-->1340 to <!--ppl19243:58:64:1562:820:1-->1579.</div></td></tr></table>",2,0,1,0,0,0,0,1,0,0,64,58,0,0,0,0,1,0,239,8.2,1323,0,0,0,0,0,0,1500,0.429,0,0,0,0,0,0
1,0,Ability,25315,Renew,10,spell_holy_renew,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=25315/renew""><b class=""whtt-name"">Renew</b></a><table width=""100%""><tr><td>410 Mana</td><th>40 yd range</th></tr></table>Instant<div class=""wowhead-tooltip-requirements"">Requires Priest</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Heals the target of 970 damage over 15 sec.</div></td></tr></table>",2,0,1,1,0,0,0,1,0,0,65,60,8,410,0,0,5,0,1,0,193,0,0,0,0,0,0,1500,0.2,3000,8,0,0,0,0
1,0,Talent,27871,Lightwell,3,spell_holy_summonlightwell,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=27871/lightwell""><b class=""whtt-name"">Lightwell</b></a><div class=""q0"">Talent</div>365 Mana<table width=""100%""><tr><td>1.5 sec cast</td><th><!--cooldownText-->10 min cooldown<!--cooldownText--><!--baseCooldown:10 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Priest</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Creates a holy Lightwell near the priest. &nbsp;Members of your raid or party can click the Lightwell to restore 1600 health over 10 sec. &nbsp;Being attacked cancels the effect. &nbsp;Lightwell lasts for 3 min or 5 charges.</div></td></tr></table>",2,0,1,0,0,0,0,16,600000,5,66,60,25,365,0,0,1,0,0,0,0,0,0,0,0,0,0,1500,1,0,0,0,0,0,0
